research_phase,window_id,topic_instance_id,adjudication_status,human_decision,effective_name,effective_description,effective_path_l1,effective_path_l2,effective_path_l3,effective_taxonomy_path,qualification,effective_message_count,message_share,evidence_message_count,evidence_message_ids,source_name,source_taxonomy_path
A,S1000-0041,STI-66151db8655e088a1864,accepted,agree,Mavis英语听力困难与课程降阶,双方分析Mavis在长句听力和表达上的困难，并决定降低材料难度、加强整体理解和跟读练习。,学习与学业内容,学习任务与评价,学习表现与反馈,学习与学业内容 > 学习任务与评价 > 学习表现与反馈,standard,16,0.16,16,1108342729|1108342733|1108342735|1108342737|1108342739|1108342741|1108342743|1108342745|1108342749|1108342753|1108342755|1108342759|1108342761|1108342765|1108342771|1108342773,Mavis英语听力困难与课程降阶,学习与学业内容 > 学习任务与评价 > 学习表现与反馈
A,S1000-0041,STI-eba54660f706308a8009,accepted,agree,Heman英语课堂语速调整,双方确认Heman可先适应当前语速，再逐步提高到教师日常语速。,教学与课程内容,教学材料与实施,教学方法与课堂活动,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动,standard,10,0.1,10,1099578215|1099578217|1100853363|1100853373|1100853375|1100853377|1100853379|1100853381|1100853383|1102156105,Heman英语课堂语速调整,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动
A,S1000-0042,STI-3c98b2170d96efc6b0bd,accepted,agree,低龄英语课互动贴纸小游戏参考,协调员向教师介绍适合英语启蒙课堂的贴纸互动小游戏，并说明可作为课程趣味环节参考。,教学与课程内容,教学材料与实施,教学方法与课堂活动,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动,standard,10,0.1,10,1084073205|1084073207|1084073209|1084073211|1084073213|1084073215|1084073217|1084073219|1085355913|1085355915,低龄英语课互动贴纸小游戏参考,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动
A,S1000-0042,STI-51dca1ce2ee1e6a7396f,accepted,agree,临时取消和改约课程,教师多次因个人事务或设备问题申请取消、改约课程，并与协调员确认处理方式。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,26,0.26,26,1082782479|1082782485|1082782487|1082782489|1082782491|1089962141|1089962143|1089962145|1089962147|1089962149|1089962151|1089962155|1089962157|1091235437|1091235439|1091235441|1091235445|1091235447|1091235449|1091235451|1091235453|1091235455|1093857263|1093857265|1095168933|1095168935,临时取消和改约课程,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0042,STI-97a36ca04f94e44fcda8,accepted,agree,教师宣传视频与擅长材料信息提交,协调员催交教师宣传视频和擅长材料信息，双方处理视频传输及内容调整问题。,课程运营与服务,课程服务管理,教师事务与人员管理,课程运营与服务 > 课程服务管理 > 教师事务与人员管理,standard,33,0.33,33,1080587431|1080587433|1080587435|1081574361|1081574363|1081574365|1081574367|1081574369|1082782481|1082782483|1082782493|1082782497|1082782501|1082782503|1082782505|1082782507|1082782509|1082782511|1082782515|1082782517|1082782519|1082782521|1082782529|1082782533|1082782535|1082782539|1082782541|1082782543|1082782545|1082782547|1082782549|1082782551|1082782553,教师宣传视频与擅长材料信息提交,课程运营与服务 > 课程服务管理 > 教师事务与人员管理
A,S1000-0042,STI-e6d17a72f807036fb252,accepted,agree,可约课时间与试岗考核安排,双方讨论教师可开放的约课时段、试岗考核影响及后续时段调整。,课程运营与服务,课程排期与出勤,可用时段与排班,课程运营与服务 > 课程排期与出勤 > 可用时段与排班,standard,24,0.24,24,1091235453|1091235455|1093857267|1093857269|1093857271|1093857273|1093857275|1093857277|1093857279|1093857281|1093857283|1093857285|1093857287|1093857289|1093857291|1093857293|1093857295|1093857297|1093857299|1093857301|1093857303|1093857305|1095168933|1095168935,可约课时间与试岗考核安排,课程运营与服务 > 课程排期与出勤 > 可用时段与排班
A,S1000-0043,STI-8299b334c44b00d4c772,accepted,agree,家中兔子被宰杀的讨论,聊天双方讨论家中兔子被宰杀及由此产生的感受。,日常生活与健康,生活与健康,动物与饲养,日常生活与健康 > 生活与健康 > 动物与饲养,standard,7,0.07,7,1084354259|1084354261|1084354263|1084354265|1084354267|1084354269|1084354271,家中兔子被宰杀的讨论,日常生活与健康 > 生活与健康 > 动物与饲养
A,S1000-0043,STI-b6ad97b76a5609093316,accepted,agree,学校班级与同学去向,双方讨论学校班级情况、同学是否转入数科班及被劝退的传闻。,教育与工作经济,学校与教育路径,学校与校园生活,教育与工作经济 > 学校与教育路径 > 学校与校园生活,standard,21,0.21,21,1090217407|1090217409|1090217411|1090217413|1091545989|1091545991|1091545993|1091545995|1091546001|1091546003|1091546005|1091546007|1091546009|1091546011|1091546013|1091546015|1091546017|1091546019|1091546021|1091546023|1091546025,学校班级与同学去向,教育与工作经济 > 学校与教育路径 > 学校与校园生活
A,S1000-0043,STI-bc89a0ab5359e7adf080,accepted,agree,转述同学与家长的争吵,一方转述同学与另一名学生家长发生争吵和辱骂的情况。,人际关系与社交,人际关系与身份,同伴关系与互动,人际关系与社交 > 人际关系与身份 > 同伴关系与互动,standard,21,0.21,21,1085652263|1085652265|1085652267|1085652269|1085652271|1085652273|1085652275|1085652277|1085652279|1085652281|1085652283|1085652285|1085652287|1085652289|1085652291|1085652293|1085652295|1085652297|1085652299|1085652301|1085652303,转述同学与家长的争吵,人际关系与社交 > 人际关系与身份 > 同伴关系与互动
A,S1000-0043,STI-cd00a005bf3648e5ee89,accepted,agree,暑假作业数量与完成压力,双方讨论暑假作业总量很大、难以完成及作业科目构成。,学习与学业内容,学习任务与评价,作业与练习,学习与学业内容 > 学习任务与评价 > 作业与练习,standard,17,0.17,17,1088151073|1088151075|1088151077|1088151079|1088151081|1088151085|1088151087|1088151089|1088151091|1088151093|1088151095|1088151097|1088151099|1088151101|1088151107|1088151109|1088151111,暑假作业数量与完成压力,学习与学业内容 > 学习任务与评价 > 作业与练习
A,S1000-0044,STI-195dbf47abe5e181514b,accepted,agree,Emily的IELTS听力练习与薄弱项,教师持续反馈Emily的IELTS听力练习表现，并重点安排同义改写、关键词和词汇练习。,学习与学业内容,学习任务与评价,学习表现与反馈,学习与学业内容 > 学习任务与评价 > 学习表现与反馈,standard,19,0.19,19,1083737401|1083737403|1086312979|1090925481|1092226601|1093549561|1096149523|1096149525|1099443519|1099443521|1102017437|1102017439|1102017441|1102017443|1102017445|1102017447|1102017453|1104701223|1104701225,Emily的IELTS听力练习与薄弱项,学习与学业内容 > 学习任务与评价 > 学习表现与反馈
A,S1000-0044,STI-462a91cd3a4db008f27e,accepted,agree,Emily的IELTS听力分数估算,双方根据Emily的听力分项表现估算其IELTS听力约为7.5分，并说明这不是实际考试成绩。,学习与学业内容,学习任务与评价,测评与考试反馈,学习与学业内容 > 学习任务与评价 > 测评与考试反馈,standard,18,0.18,18,1108213349|1108213353|1108213355|1108213359|1108213361|1108213363|1108213365|1108213367|1108213369|1108213371|1108213373|1108213375|1108213377|1108213379|1108213381|1108213383|1108213385|1108213387,Emily的IELTS听力分数估算,学习与学业内容 > 学习任务与评价 > 测评与考试反馈
A,S1000-0044,STI-b0895ea115c1f8e7673e,accepted,agree,Emily主动输出与课堂引导方式调整,家长与教师商定通过朗读、记忆、关键词提示和独立表达，减少Emily对教师提示的依赖。,教学与课程内容,教学材料与实施,教学方法与课堂活动,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动,standard,14,0.14,14,1105891521|1105891523|1105891525|1105891527|1105891529|1108213331|1108213333|1108213335|1108213337|1108213339|1108213341|1108213343|1108213345|1108213347,Emily主动输出与课堂引导方式调整,教学与课程内容 > 教学材料与实施 > 教学方法与课堂活动
A,S1000-0044,STI-b1a67803c36ebf192820,corrected,problem,后续英语材料与写作表达安排,家长调整后续学习材料，要求继续积累同义改写，并教授观点展开和高级词汇表达。,教学与课程内容,教学材料与实施,教材与课程进度,教学与课程内容 > 教学材料与实施 > 教材与课程进度,standard,5,0.05,5,1109513383|1109513385|1109513387|1109513389|1109513393,后续英语材料与写作表达安排,学习与学业内容 > 学科与技能学习 > 英语语言学习
A,S1000-0045,STI-397365f59269e500ce45,accepted,agree,完成作业后的金币奖励,因完成全部作业，学生获得额外金币奖励及对应奖励码。,学习与学业内容,学习任务与评价,作业与练习,学习与学业内容 > 学习任务与评价 > 作业与练习,standard,6,0.06,6,1081847359|1081847363|1081847365|1081847367|1081847375|1081847377,完成作业后的金币奖励,学习与学业内容 > 学习任务与评价 > 作业与练习
A,S1000-0045,STI-4ae90a3a84058d291f52,corrected,problem,软件卡顿、更新失败与安装包处理,双方处理软件长期卡顿、更新失败和重新安装包的问题，并讨论数据与金币补偿。,特殊内容主题,敏感与未见内容,其他/待细分主题,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题,standard,20,0.2,20,1083084443|1083084445|1083084451|1083084453|1083084455|1083084459|1083084461|1083084463|1083084465|1083084467|1084392701|1084392703|1084392705|1084392707|1084392709|1084392711|1084392713|1084392715|1084392717|1086951289,软件卡顿、更新失败与安装包处理,数字平台与技术 > 数字技术与访问 > 应用与设备使用
A,S1000-0045,STI-4f5d00971337c4029af4,corrected,problem,智子拆解显示与页面卡顿问题,双方排查智子拆解金币显示、页面卡顿和答题校验相关的软件问题。,特殊内容主题,敏感与未见内容,其他/待细分主题,特殊内容主题 > 敏感与未见内容 > 其他/待细分主题,standard,22,0.22,22,1080817305|1081847327|1081847329|1081847331|1081847333|1081847335|1081847337|1081847339|1081847341|1081847343|1081847345|1081847347|1081847349|1081847351|1081847353|1081847355|1081847357|1081847369|1081847371|1081847385|1081847391|1081847393,智子拆解显示与页面卡顿问题,数字平台与技术 > 数字技术与访问 > 连接与设备故障
A,S1000-0045,STI-54d407a17534f29c9a4c,accepted,agree,将素材制作成智子的格式沟通,学生请求将素材制作成智子，双方确认原图、动图、视频和序列帧等素材格式。,娱乐与创作,创作与角色文化,音视频创作,娱乐与创作 > 创作与角色文化 > 音视频创作,standard,10,0.1,10,1095536713|1095536715|1095536717|1095536719|1095536721|1095536723|1095536725|1095536727|1095536729|1095536731,将素材制作成智子的格式沟通,娱乐与创作 > 创作与角色文化 > 音视频创作
A,S1000-0045,STI-ed5f4d10e7cde8313c8e,unreviewed,,许愿池规则与排序机制优化方案,聊天中提出许愿池的容量限制、投票衰减、排序、归档及Rust实现方案。,,,,,short_candidate,4,0.04,4,1081847395|1081847397|1081847399|1083084441,许愿池规则与排序机制优化方案,
A,S1000-0046,STI-093ffe95655b84663d2a,accepted,agree,相亲与理性认识伴侣,双方讨论相亲是否必然失败，以及认识伴侣时保持理性判断的问题。,人际关系与社交,人际关系与身份,恋爱与亲密关系,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系,standard,8,0.08,8,1081753421|1081753423|1081753425|1081753427|1081753429|1081753431|1081753433|1081753435,相亲与理性认识伴侣,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系
A,S1000-0046,STI-4f945c23c5df16425150,accepted,agree,对方失联与关系前景的讨论,双方讨论一名对象长期未联系、是否会重逢，以及提问者对继续关系和自身处境的顾虑。,人际关系与社交,人际关系与身份,恋爱与亲密关系,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系,standard,60,0.6,60,1079697055|1079697059|1079697063|1079697065|1079697067|1079697069|1079697071|1079697073|1079697075|1079697077|1079697079|1079697081|1079697083|1079697087|1079697089|1079697091|1082989897|1082989901|1082989903|1082989905|1082989907|1082989909|1082989911|1082989913|1082989915|1082989917|1082989919|1082989921|1082989923|1082989925|1082989927|1082989929|1082989931|1082989933|1082989935|1082989937|1082989939|1082989941|1082989943|1082989945|1082989947|1082989949|1082989951|1082989953|1082989955|1082989957|1082989959|1082989961|1082989967|1084303997|1084303999|1084304001|1084304003|1084304005|1084304007|1084304009|1084304011|1084304013|1084304015|1084304017,对方失联与关系前景的讨论,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系
A,S1000-0046,STI-dc0d93e956b640bbc914,accepted,agree,家庭关系与提升独立生活能力,双方讨论家庭成员关系、个人自主生活的困难，以及通过学习绘画等方式提升生活能力。,人际关系与社交,人际关系与身份,家庭与亲属关系,人际关系与社交 > 人际关系与身份 > 家庭与亲属关系,standard,26,0.26,26,1081753437|1081753439|1081753441|1081753443|1081753445|1081753447|1081753449|1081753451|1081753453|1081753455|1081753457|1081753459|1081753461|1081753463|1081753465|1081753467|1081753469|1081753471|1081753473|1081753475|1081753477|1081753479|1081753481|1081753483|1081753485|1081753487,家庭关系与提升独立生活能力,人际关系与社交 > 人际关系与身份 > 家庭与亲属关系
A,S1000-0047,STI-44853083f4f36fc3dcfe,accepted,agree,作业完成计划与页数要求,双方确认作业的起始页、计划完成量，并要求增加完成页数。,学习与学业内容,学习任务与评价,作业与练习,学习与学业内容 > 学习任务与评价 > 作业与练习,standard,15,0.15,15,1081766535|1081766537|1081766539|1081766541|1081766543|1081766545|1081766547|1081766549|1081766551|1081766553|1081766563|1081766565|1081766567|1081766593|1081766595,作业完成计划与页数要求,学习与学业内容 > 学习任务与评价 > 作业与练习
A,S1000-0047,STI-9371d658ab90d94f9438,accepted,agree,学生接送与门卡回收,一方交代不同课程结束后的学生接送和门卡回收事项。,,,,,short_candidate,3,0.03,3,1081766569|1081766571|1081766573,学生接送与门卡回收,
A,S1000-0047,STI-992d5576862cf72e9d8e,accepted,agree,线上答疑直播通知,消息通知家长观看周日线上答疑直播，并给出语文学科时段。,,,,,short_candidate,1,0.01,1,1085619349,线上答疑直播通知,
A,S1000-0047,STI-bf5b7c6bb9bdc5e356ec,accepted,agree,到教室与接送会合安排,双方多次安排到教室、下楼会合、接送及到达确认。,人际关系与社交,社交活动与日常互动,社交活动与见面,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面,standard,34,0.34,34,1080755321|1080755323|1080755325|1081766517|1081766519|1081766609|1081766611|1081766613|1083005249|1083005251|1083005253|1083005255|1083005257|1083005259|1083005261|1084318641|1084318643|1084318645|1084318647|1084318649|1084318651|1084318653|1084318655|1084318657|1084318659|1084318661|1084318663|1084318671|1085619323|1085619325|1085619327|1085619329|1085619331|1085619347,到教室与接送会合安排,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面
A,S1000-0047,STI-ff9d6caf00f2c2e3f447,accepted,agree,餐食与饮品领取安排,双方多次沟通餐食、饮品订单及前往领取的安排。,日常生活与健康,生活与健康,日常生活与饮食,日常生活与健康 > 生活与健康 > 日常生活与饮食,standard,37,0.37,37,1079710107|1079710109|1079710111|1079710113|1079710115|1079710117|1079710119|1081766521|1081766525|1081766527|1081766531|1081766533|1081766555|1081766557|1081766559|1081766561|1081766575|1081766579|1081766581|1081766583|1081766585|1081766587|1081766589|1081766593|1081766601|1081766603|1081766605|1081766607|1084318665|1084318667|1084318669|1085619333|1085619335|1085619337|1085619339|1085619341|1085619343,餐食与饮品领取安排,日常生活与健康 > 生活与健康 > 日常生活与饮食
A,S1000-0048,STI-5b32849c0674b7eaa4ed,accepted,agree,招募英语教师的推荐通知,群内发布招募具备高级英语课程教学能力的英美加英语教师，并说明推荐奖励。,课程运营与服务,课程服务管理,教师事务与人员管理,课程运营与服务 > 课程服务管理 > 教师事务与人员管理,special_business,3,0.03,3,1083906583|1083906585|1083906587,招募英语教师的推荐通知,课程运营与服务 > 课程服务管理 > 教师事务与人员管理
A,S1000-0048,STI-619c3cc8129f4ba843be,accepted,agree,学生请假与课程缺席通知,群内多次通知学生迟到、请假或缺席课程，教师逐一确认。,课程运营与服务,课程排期与出勤,到课与缺勤处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理,standard,35,0.35,35,1082616283|1082616285|1083906589|1083906591|1083906593|1083906595|1085193307|1085193309|1085193311|1085193313|1086475211|1086475213|1087725013|1088847813|1089863335|1089863337|1089863339|1089863341|1091086527|1091086529|1102171127|1102171129|1102171131|1103515329|1103515335|1103515347|1103515349|1103515353|1103515355|1103515357|1103515359|1104847535|1104847537|1104847539|1104847541,学生请假与课程缺席通知,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
A,S1000-0048,STI-6c0512ba9323b465408a,accepted,agree,课堂内容聚焦与学习难度反馈,班主任转达家长对课堂跑题和学习难度的反馈，教师说明后续会调整内容与节奏。,教学与课程内容,教学反馈与记录,教学反馈与质量,教学与课程内容 > 教学反馈与记录 > 教学反馈与质量,standard,9,0.09,9,1082616273|1082616275|1082616279|1103515331|1103515333|1103515337|1103515339|1103515341|1103515343,课堂内容聚焦与学习难度反馈,教学与课程内容 > 教学反馈与记录 > 教学反馈与质量
A,S1000-0048,STI-789584606cebaf6a8a03,accepted,agree,停电缺课与补课时间协商,教师因停电无法上课，班主任询问后续可用时间并协商补课时段。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,15,0.15,15,1110987259|1110987261|1110987263|1110987265|1110987267|1110987269|1110987271|1110987275|1110987277|1110987279|1110987285|1110987287|1110987289|1110987291|1110987293,停电缺课与补课时间协商,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0048,STI-8dd8d056dce4cd6545c1,accepted,agree,雷暴期间可能断线说明,教师告知当地雷暴可能导致断线，同时说明会继续参加课程。,日常生活与健康,环境与出行,天气与公共环境,日常生活与健康 > 环境与出行 > 天气与公共环境,special_business,4,0.04,4,1097450171|1097450173|1097450175|1097450177,雷暴期间可能断线说明,日常生活与健康 > 环境与出行 > 天气与公共环境
A,S1000-0048,STI-b5ea683ef2210fa50bd5,accepted,agree,学生教材与阅读级别调整,班主任和教师沟通多名学生的教材更换、阅读材料及适合的学习级别。,教学与课程内容,教学材料与实施,教材与材料选择,教学与课程内容 > 教学材料与实施 > 教材与材料选择,standard,23,0.23,23,1080457241|1080457243|1081460543|1081460545|1081460547|1082616267|1082616277|1082616279|1082616281|1096304637|1096304639|1097450179|1097450181|1106013165|1106013167|1106013169|1106013171|1106013173|1106013175|1106013177|1106013179|1106013181|1106013183,学生教材与阅读级别调整,教学与课程内容 > 教学材料与实施 > 教材与材料选择
A,S1000-0048,STI-cd8248f3adbf9ef70b49,accepted,agree,七月课时表提交,教师提交七月课时表，班主任确认收到。,,,,,short_candidate,3,0.03,3,1083906575|1083906577|1083906579,七月课时表提交,
A,S1000-0049,STI-1cb20ac9b2a8c7d0aef8,accepted,agree,足球游戏阵容与卡牌评分交流,学生和班主任讨论足球游戏中的阵容评分、卡牌、球员属性及账号状态。,娱乐与创作,娱乐作品与活动,电子游戏与游玩,娱乐与创作 > 娱乐作品与活动 > 电子游戏与游玩,standard,37,0.37,37,1080326649|1081350521|1081350523|1082446371|1082446375|1083738469|1085018841|1085018843|1085018845|1089757375|1089757379|1089757381|1089757383|1089757385|1089757387|1089757389|1090926239|1090926245|1092227661|1092227663|1092227665|1096151275|1096151277|1096151279|1096151283|1096151285|1096151287|1096151293|1096151295|1098340911|1098340913|1098340915|1099444211|1100715575|1100715577|1102018595|1103361895,足球游戏阵容与卡牌评分交流,娱乐与创作 > 娱乐作品与活动 > 电子游戏与游玩
A,S1000-0049,STI-46ce7c8d00d4bdaf65b1,accepted,agree,线下聚餐地点与时间协调,群成员讨论线下聚餐能否参加、餐厅选择以及计划时间。,人际关系与社交,社交活动与日常互动,社交活动与见面,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面,standard,26,0.26,26,1109514393|1109514395|1109514397|1109514399|1109514401|1109514403|1109514405|1109514407|1109514409|1109514411|1109514413|1109514415|1109514429|1109514431|1109514433|1109514439|1110835249|1110835251|1110835253|1110835255|1110835257|1110835259|1110835261|1110835263|1110835265|1110835267,线下聚餐地点与时间协调,人际关系与社交 > 社交活动与日常互动 > 社交活动与见面
A,S1000-0050,STI-13ef00b04fbfb41ea2b2,accepted,agree,提前进入会议室导致课程延误,双方处理家长提前进入会议室及使用旧会议号造成的无法入室和课程延误问题。,课程运营与服务,在线课程运行,在线教室与课程接入,课程运营与服务 > 在线课程运行 > 在线教室与课程接入,standard,15,0.15,15,1095490687|1095490689|1095490691|1095490693|1095490695|1095490697|1095490699|1095490701|1095490703|1095490705|1095490707|1095490709|1095490711|1095490713|1095490715,提前进入会议室导致课程延误,课程运营与服务 > 在线课程运行 > 在线教室与课程接入
A,S1000-0050,STI-2c8e6f27f07f2aae5d64,accepted,agree,开课进入与临时取消处理,双方处理教师迟到、身体不适、应用故障和进入教室异常引发的课程取消或调整。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,33,0.33,33,1081801977|1081801979|1081801981|1081801983|1081801987|1081801989|1081801991|1081801993|1084349273|1084349275|1084349277|1084349279|1084349281|1084349283|1084349285|1084349287|1084349289|1084349291|1084349293|1084349295|1084349297|1084349299|1085648865|1085648867|1085648869|1085648871|1091542451|1091542453|1091542455|1091542457|1091542459|1091542461|1091542463,开课进入与临时取消处理,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0050,STI-93b9e9de5edf25e7248b,accepted,agree,课时费、课时记录与加课安排,双方沟通课时费转账、课时记录更正及空余时段能否加课。,课程运营与服务,课程服务管理,课程费用与薪酬,课程运营与服务 > 课程服务管理 > 课程费用与薪酬,standard,12,0.12,12,1080782809|1089209975|1089209977|1089209979|1089209981|1090214251|1090214253|1090214255|1090214257|1090214259|1090214261|1097806231,课时费、课时记录与加课安排,课程运营与服务 > 课程服务管理 > 课程费用与薪酬
A,S1000-0050,STI-988d40ad128356b95325,accepted,agree,是否聘用男教师的询问,教师询问是否聘用男教师，对方说明当前不考虑。,,,,,short_candidate,3,0.03,3,1084349267|1084349269|1084349271,是否聘用男教师的询问,
A,S1000-0050,STI-9e539f76621ac03ec870,accepted,agree,恶劣天气导致停电断网与补课处理,教师因暴雨引发的断网和停电无法继续上课，双方处理取消、通知、退款及后续补课请求。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,21,0.21,21,1088147391|1088147393|1088147395|1088147397|1088147399|1088147401|1088147403|1088147405|1088147407|1088147409|1088147411|1089209961|1089209963|1089209965|1089209967|1089209969|1089209971|1089209973|1094180263|1094180265|1094180267,恶劣天气导致停电断网与补课处理,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
B,S1000-0101,STI-44638b05c76333bc615b,accepted,agree,失眠与身体不适表达,一名学生提到贫血和低血糖带来的不适，并说因睡不着而画画。,,,,,short_candidate,3,0.03,3,1103869085|1103869087|1103869089,失眠与身体不适表达,
B,S1000-0101,STI-c22d05a4c3b484078c96,accepted,agree,群成员加入来源与群内处理,群成员讨论多名陌生成员的入群来源、邀请码传播，以及对群内宣传行为和移出成员的看法。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,standard,43,0.43,43,1102567093|1102567095|1102567097|1102567099|1102567101|1102567111|1102567113|1102567115|1102567123|1102567125|1102567127|1102567131|1102567133|1102567135|1102567143|1102567145|1102567149|1102567151|1102567153|1102567155|1102567159|1102567161|1102567163|1103869103|1103869113|1103869115|1103869117|1103869119|1103869121|1103869123|1103869125|1103869127|1103869129|1103869131|1103869133|1103869135|1103869139|1103869141|1103869145|1103869147|1103869149|1103869151|1103869153,群成员加入来源与群内处理,数字平台与技术 > 账号与在线社群 > 群组与社群设置
B,S1000-0102,STI-371072a8023766251d73,accepted,agree,教师当日无法授课后的改期安排,教师因医疗复诊及返程时间无法按原计划上课，家长同意将课程改到次日。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,6,0.06,6,1093806013|1093806015|1093806017|1093806019|1093806021|1093806023,教师当日无法授课后的改期安排,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
B,S1000-0102,STI-75575d52aefb902ab9de,accepted,agree,Mia和Max的英语课堂学习反馈,教师反馈Mia和Max在英语表达、词汇、音乐、日历和课堂参与等方面的表现，并提出继续练习的方向。,学习与学业内容,学习任务与评价,学习表现与反馈,学习与学业内容 > 学习任务与评价 > 学习表现与反馈,standard,27,0.27,27,1081525301|1081525303|1082714579|1084004467|1085292807|1086560069|1086560075|1087810817|1087810819|1091178931|1093806007|1093806009|1093806011|1096386619|1096386623|1096386629|1096386631|1097515049|1097515055|1098486683|1099669939|1099669941|1099669945|1099669947|1100950101|1102255113|1102255115,Mia和Max的英语课堂学习反馈,学习与学业内容 > 学习任务与评价 > 学习表现与反馈
B,S1000-0102,STI-d4a53e12745ae0ca48a0,accepted,agree,Mia课堂进入迟到与网络连接,双方沟通Mia进入课堂较晚、网络连接缓慢及教师在教室等待的情况。,课程运营与服务,课程排期与出勤,到课与缺勤处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理,standard,12,0.12,12,1100950105|1100950107|1102255089|1102255091|1102255093|1102255095|1102255097|1102255099|1102255101|1102255103|1102255109|1102255111,Mia课堂进入迟到与网络连接,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
B,S1000-0102,STI-fe0ed5de9647a4a7bba3,accepted,agree,课程资料、参课学生与课程进度安排,双方沟通Mia和Max分别上课的安排、课件发送，以及课程章节的继续进度。,教学与课程内容,教学材料与实施,教材与课程进度,教学与课程内容 > 教学材料与实施 > 教材与课程进度,standard,32,0.32,32,1080532857|1080532859|1080532863|1081525299|1084004469|1086560069|1086560071|1087810817|1091178933|1092482437|1092482439|1092482441|1092482443|1092482445|1092482447|1095111113|1095111115|1095111117|1095111119|1096386621|1096386625|1097515041|1097515045|1097515047|1097515051|1097515053|1098486685|1099669949|1102255085|1102255087|1102255105|1102255107,课程资料、参课学生与课程进度安排,教学与课程内容 > 教学材料与实施 > 教材与课程进度
B,S1000-0103,STI-098f86bc32858650572d,corrected,problem,数学学习薄弱点、作业反馈与复习安排,教师与家长持续讨论学生数学课程表现、错题和基础薄弱点，并安排七上课程收尾、六年级错题复习及后续取舍。,学习与学业内容,学习任务与评价,学习表现与反馈,学习与学业内容 > 学习任务与评价 > 学习表现与反馈,standard,79,0.79,79,1083912229|1083912231|1083912233|1085200003|1085200005|1085200007|1085200009|1085200011|1085200013|1085200015|1085200017|1085200019|1085200021|1085200023|1085200025|1085200031|1085200033|1085200035|1085200037|1085200039|1085200041|1085200043|1085200045|1085200047|1085200049|1085200051|1085200053|1085200055|1086480461|1087728679|1087728681|1087728683|1087728685|1087728687|1087728691|1087728693|1087728695|1087728697|1087728699|1091091171|1091091175|1091091177|1091091179|1091091181|1091091183|1091091187|1091091189|1091091193|1091091195|1091091197|1091091199|1091091201|1091091203|1091091205|1091091207|1091091209|1091091211|1091091213|1091091215|1091091217|1092396291|1092396293|1092396295|1092396297|1092396299|1092396303|1092396305|1092396307|1092396309|1092396311|1092396313|1092396315|1092396317|1092396319|1092396321|1092396323|1092396325|1092396327|1092396329,数学学习薄弱点、作业反馈与复习安排,学习与学业内容 > 学科与技能学习 > 数学学习
B,S1000-0103,STI-e4b174b15eabed709de1,accepted,agree,笔记本故障与当日上课时间调整,家长因孩子笔记本无法启动申请调整课程时间，设备恢复后确认下午可上课。,数字平台与技术,数字技术与访问,连接与设备故障,数字平台与技术 > 数字技术与访问 > 连接与设备故障,standard,9,0.09,9,1082620869|1082620871|1082620873|1082620875|1082620877|1082620879|1082620881|1082620883|1082620885,笔记本故障与当日上课时间调整,数字平台与技术 > 数字技术与访问 > 连接与设备故障
